trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,call_settle,put_ts_code,put_close,put_settle,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position,gamma_call,gamma_put,vega_call,vega_put,theta_call,theta_put
2025-09-15,2025-09-15T15:00:00.000000,AG2510.SHF,10017.0,15.0,AG2510C9000.SHF,1005.0,1019.3769917529115,AG2510P9000.SHF,6.0,2.3611349364730017,15.0,0.00014797142857142856,0.024657534246575342,0.3125126830488442,0.3127904456108808,0.9844872439226621,-0.015511909880028268,0.9689753340426338,-0.9689753340426338,-2.492628289994355e-14,2.6554988884883043e-16,0.611335862506286,0.6113356679683858,-1.1541331857783916,-1.1564960743441905
2025-09-16,2025-09-16T15:00:00.000000,AG2510.SHF,10108.0,15.0,AG2510C9000.SHF,1103.5,1109.1951072569082,AG2510P9000.SHF,6.0,1.452131120924151,15.0,0.00014794285714285715,0.021917808219178082,0.3253559915721417,0.33359468951821314,0.9914197969699797,-0.008566072996555645,0.9828537239734241,-0.9828537239734241,-3.7831942157030026e-14,1.5864727581934697e-16,0.3473950335802926,0.3473921593842822,-0.713833948973388,-0.8474716911919766
2025-09-17,2025-09-17T15:00:00.000000,AG2510.SHF,9906.0,15.0,AG2510C9000.SHF,916.5,907.0275770951295,AG2510P9000.SHF,12.0,1.8834737586380546,15.0,0.00015189999999999998,0.019178082191780823,0.2888300812244414,0.31364717423915855,0.9913244993827081,-0.015623083010448022,0.97570141637226,-0.97570141637226,-1.5061106914393885e-14,2.7605995245733983e-16,0.3217200922662362,0.5361955503274262,-0.6766255136761856,-1.1566038695160104
2025-09-18,2025-09-18T15:00:00.000000,AG2510.SHF,9808.0,15.0,AG2510C9000.SHF,762.5,811.1038956792482,AG2510P9000.SHF,7.5,3.116861947653156,15.0,0.00015256666666666667,0.01643835616438356,0.33203044772148127,0.33274986669421186,0.9804069122281228,-0.020642694775292895,0.9597642174528299,-0.9597642174528299,0.000806023674541761,0.001020422032118505,0.49397851489424066,0.4939783874556001,-1.9103396867826632,-1.9218561462000476
2025-09-19,2025-09-19T15:00:00.000000,AG2511.SHF,9953.0,15.0,AG2511C10000.SHF,280.0,381.3764726966414,AG2511P10000.SHF,315.0,428.3787151494543,15.0,0.00015488698630136986,0.10410958904109589,0.3147080251388251,0.31483590133488176,0.47583994361790516,-0.5241518415058051,-0.04831189788789991,0.04831189788789991,-1.147630755151311e-15,-5.738153775756555e-16,12.785291490319011,12.785277950248451,-7.74579296006425,-7.742784914388949
2025-09-22,2025-09-22T15:00:00.000000,AG2511.SHF,10299.0,15.0,AG2511C10000.SHF,480.5,513.2029499158101,AG2511P10000.SHF,200.0,214.20407300043675,15.0,0.00015509041095890412,0.0958904109589041,0.272924931216985,0.2730510930810125,0.6471567004612399,-0.3528360513516908,0.294320649109549,-0.294320649109549,-1.500541827423567e-14,5.09112405732996e-15,11.876716552566691,11.876707254527236,-6.78190629111441,-6.778879596411485
2025-09-23,2025-09-23T15:00:00.000000,AG2511.SHF,10329.0,15.0,AG2511C10000.SHF,506.0,579.8225454297,AG2511P10000.SHF,205.0,251.29124866371086,15.0,0.00015516479452054794,0.09315068493150686,0.31718446208164086,0.3177077188435943,0.6494342193093299,-0.35053618866797437,0.2988980306413555,-0.2988980306413555,-2.1311971526763125e-15,-7.725589678451633e-15,11.71968433575805,11.719640381192406,-8.008079275845944,-8.015095720391486
2025-09-24,2025-09-24T15:00:00.000000,AG2511.SHF,10373.0,15.0,AG2511C10000.SHF,562.5,597.8621410404899,AG2511P10000.SHF,180.5,225.3521159822929,15.0,0.00015564246575342468,0.09041095890410959,0.3128513646312058,0.31339641286991526,0.6489254339834502,-0.3510441852532946,0.29788124873015553,-0.29788124873015553,-3.1697330297615595e-15,1.3207220957339831e-15,11.571324183516337,11.571280529637956,-8.037826150133924,-8.045615046583606
2025-09-25,2025-09-25T15:00:00.000000,AG2511.SHF,10390.0,15.0,AG2511C10000.SHF,554.0,599.555996037674,AG2511P10000.SHF,165.5,210.09522527869507,15.0,0.00015642602739726028,0.08767123287671233,0.3095160547550767,0.31010912097059185,0.6484745928910638,-0.3514928422659129,0.2969817506251509,-0.2969817506251509,-7.371860890630209e-15,7.898422382818081e-16,11.404633151392636,11.404588114491073,-8.085438347682157,-8.094682526452573
2025-09-26,2025-09-26T15:00:00.000000,AG2511.SHF,10616.0,15.0,AG2511C10000.SHF,740.0,743.6152621956742,AG2511P10000.SHF,132.5,128.0116175721748,15.0,0.0001566095890410959,0.08493150684931507,0.29541848902590584,0.2960177194233983,0.7954855650692749,-0.20448968741794013,0.5909958776513348,-0.5909958776513348,-7.0613283532748434e-15,3.5306641766374217e-15,8.834101235943292,8.834073730494195,-6.174475425871151,-6.180754091546817
