trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,put_ts_code,put_close,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position
2025-09-19,2025-09-19T15:00:00.000000,AG2511.SHF,9953.0,15.0,AG2511C10000.SHF,280.0,AG2511P10000.SHF,315.0,15.0,0.00015488698630136986,0.10410958904109589,0.2,0.2,0.4684887749195781,-0.531511225080396,-0.06302245016081798,0.06302245016081798
2025-09-22,2025-09-22T15:00:00.000000,AG2511.SHF,10299.0,15.0,AG2511C10000.SHF,480.5,AG2511P10000.SHF,200.0,15.0,0.00015509041095890412,0.0958904109589041,0.23544045165181157,0.22618639469146729,0.4701412338381297,-0.5304271830112296,-0.06028594917309987,0.06028594917309987
2025-09-23,2025-09-23T15:00:00.000000,AG2511.SHF,10329.0,15.0,AG2511C10000.SHF,506.0,AG2511P10000.SHF,205.0,15.0,0.00015516479452054794,0.09315068493150686,0.2453918358683586,0.26109192952513693,0.6453692844299668,-0.35374110068818765,0.2916281837417791,-0.2916281837417791
2025-09-24,2025-09-24T15:00:00.000000,AG2511.SHF,10373.0,15.0,AG2511C10000.SHF,562.5,AG2511P10000.SHF,180.5,15.0,0.00015564246575342468,0.09041095890410959,0.25420742414891717,0.2782141959667206,0.7247852756550481,-0.27401314693534473,0.4507721287197034,-0.4507721287197034
2025-09-25,2025-09-25T15:00:00.000000,AG2511.SHF,10390.0,15.0,AG2511C10000.SHF,554.0,AG2511P10000.SHF,165.5,15.0,0.00015642602739726028,0.08767123287671233,0.28229432843625546,0.2746398007124662,0.7211463509375385,-0.2744032187081483,0.4467431322293902,-0.4467431322293902
2025-09-26,2025-09-26T15:00:00.000000,AG2511.SHF,10616.0,15.0,AG2511C10000.SHF,740.0,AG2511P10000.SHF,132.5,15.0,0.0001566095890410959,0.08493150684931507,0.2675390633940697,0.26912529312074185,0.72503724987052,-0.27488575342382965,0.45015149644669034,-0.45015149644669034
2025-09-29,2025-09-29T15:00:00.000000,AG2511.SHF,10926.0,15.0,AG2511C10000.SHF,1021.0,AG2511P10000.SHF,105.5,15.0,0.00015645228426395936,0.07671232876712329,0.29132614865899087,0.3010985454916954,0.7947143006456479,-0.2049014722096204,0.5898128284360274,-0.5898128284360274
2025-09-30,2025-09-30T15:00:00.000000,AG2511.SHF,10899.0,15.0,AG2511C10000.SHF,956.0,AG2511P10000.SHF,101.0,15.0,0.00015974720812182743,0.07397260273972603,0.34467055693268767,0.35947274833917614,0.8288744021484534,-0.20286745080242033,0.6260069513460331,-0.6260069513460331
2025-10-09,2025-10-09T15:00:00.000000,AG2511.SHF,11155.0,15.0,AG2511C10000.SHF,1183.5,AG2511P10000.SHF,26.0,15.0,0.00015359898477157363,0.049315068493150684,0.2896326777338981,0.3541298741102217,0.9724786471399655,-0.06751231287472029,0.9049663342652452,-0.9049663342652452
2025-10-10,2025-10-10T15:00:00.000000,AG2511.SHF,11062.0,15.0,AG2511C10000.SHF,1034.0,AG2511P10000.SHF,32.0,15.0,0.00015058781725888325,0.04657534246575343,0.34628384530544276,0.338815836906433,0.9570746051563737,-0.04004937990377823,0.9170252252525954,-0.9170252252525954
2025-10-13,2025-10-13T15:00:00.000000,AG2511.SHF,11514.0,15.0,AG2511C10000.SHF,1428.5,AG2511P10000.SHF,23.5,15.0,0.00014659999999999999,0.038356164383561646,0.01,0.34768425256013874,0.9999999999999898,-0.04323030824997076,0.956769691750019,-0.956769691750019
2025-10-14,2025-10-14T15:00:00.000000,AG2511.SHF,11519.0,15.0,AG2511C10000.SHF,1444.0,AG2511P10000.SHF,29.0,15.0,0.0001441857142857143,0.03561643835616438,0.01,0.4588965037465095,1.0000000000000098,-0.04238947023707205,0.9576105297629377,-0.9576105297629377
2025-10-15,2025-10-15T15:00:00.000000,AG2511.SHF,11953.0,15.0,AG2511C10000.SHF,1742.5,AG2511P10000.SHF,20.0,15.0,0.0001441142857142857,0.03287671232876712,0.01,0.4973410129547118,0.9999999999999701,-0.06676730262396975,0.9332326973760003,-0.9332326973760003
2025-10-16,2025-10-16T15:00:00.000000,AG2511.SHF,12004.0,15.0,AG2511C10000.SHF,1952.0,AG2511P10000.SHF,17.5,15.0,0.00014327142857142858,0.030136986301369864,0.01,0.5737874853610991,0.999999999999981,-0.026252205575117527,0.9737477944248635,-0.9737477944248635
2025-10-17,2025-10-17T15:00:00.000000,AG2511.SHF,12231.0,15.0,AG2511C10000.SHF,2322.5,AG2511P10000.SHF,15.0,15.0,0.00014347142857142859,0.0273972602739726,0.01,0.5972546410560606,1.0000000000000095,-0.0252719924784299,0.9747280075215796,-0.9747280075215796
2025-10-20,2025-10-20T15:00:00.000000,AG2511.SHF,11730.0,15.0,AG2511C10000.SHF,1700.0,AG2511P10000.SHF,7.5,15.0,0.0001418,0.019178082191780823,0.9765093955397603,0.6581606435775756,0.9360990326342256,-0.014713961127408155,0.9213850715068174,-0.9213850715068174
2025-10-21,2025-10-21T15:00:00.000000,AG2511.SHF,11798.0,15.0,AG2511C10000.SHF,1700.0,AG2511P10000.SHF,4.0,15.0,0.00014078333333333333,0.01643835616438356,0.01,0.5806309950351716,1.0000000000000095,-0.008280285421482517,0.991719714578527,-0.991719714578527
2025-10-22,2025-10-22T15:00:00.000000,AG2512.SHF,11404.0,15.0,AG2512C11400.SHF,472.0,AG2512P11400.SHF,471.0,15.0,0.00015584863013698628,0.09041095890410959,0.2,0.2,0.5120494746514981,-0.48795052534850686,0.024098949302991224,-0.024098949302991224
2025-10-23,2025-10-23T15:00:00.000000,AG2512.SHF,11467.0,15.0,AG2512C11400.SHF,468.0,AG2512P11400.SHF,403.0,15.0,0.00015569890410958905,0.08767123287671233,0.344676873087883,0.34699810460209846,0.47593234830843817,-0.5239307367273891,-0.04799838841895093,0.04799838841895093
