bar_ts,trade_date,nav,capital_used,capital_usage,return_rate
2025-03-28T00:15:00.000000,2025-03-28,982465.7721473651,19943.73397099677,0.020299673063831996,-0.017528314258381084
2025-03-28T00:30:00.000000,2025-03-28,982597.3595418414,20082.14657652052,0.020437818585106196,-0.01739672607186249
2025-03-28T00:45:00.000000,2025-03-28,982607.2406335558,20102.26548480615,0.020458088088018574,-0.01738684492067244
2025-03-28T01:00:00.000000,2025-03-28,982555.0973584127,20019.408759949263,0.020374845964130864,-0.01743898850967307
2025-03-28T01:15:00.000000,2025-03-28,982539.7406335558,20034.76548480615,0.020390794037386663,-0.017454345326964105
2025-03-28T01:30:00.000000,2025-03-28,982549.9784501271,20024.527668234892,0.020380161933158406,-0.017444107448770008
2025-03-28T01:45:00.000000,2025-03-28,982513.1532390795,20001.3528792824,0.020357338538770052,-0.017480932881473565
2025-03-28T02:00:00.000000,2025-03-28,982495.4154225083,20004.090695853658,0.020360492661689603,-0.017498670804811045
2025-03-28T02:15:00.000000,2025-03-28,982642.677605937,20171.828512424916,0.020528142092882208,-0.01735140773499133
2025-03-28T02:30:00.000000,2025-03-28,982768.7893672708,20345.716751091182,0.02070244494047295,-0.017225295214573833
2025-03-28T09:15:00.000000,2025-03-28,982778.9885230807,20410.517595281202,0.02076816642768697,-0.017215095997373808
2025-03-28T09:30:00.000000,2025-03-28,982819.9011286044,20444.60498975745,0.02080198515137945,-0.017174183145591604
2025-03-28T09:45:00.000000,2025-03-28,982795.02003689,20409.48608147182,0.020766778082275724,-0.01719906438706864
2025-03-28T10:00:00.000000,2025-03-28,982812.4011286044,20437.10498975745,0.020794512733344296,-0.017181683190735098
2025-03-28T10:15:00.000000,2025-03-28,982662.1217252701,20167.38439309178,0.020523213368277282,-0.01733196349862154
2025-03-28T10:45:00.000000,2025-03-28,982669.978450127,20144.527668234892,0.020499789461368264,-0.017324106726473998
2025-03-28T11:00:00.000000,2025-03-28,982682.2406335557,20177.26548480615,0.020532848412725405,-0.017311844469237503
2025-03-28T11:15:00.000000,2025-03-28,982658.7091197463,20170.796998615533,0.020526757470744127,-0.017335376124686164
2025-03-28T11:30:00.000000,2025-03-28,982681.2091197463,20193.296998615533,0.0205491840194075,-0.017312875989255683
2025-03-28T13:45:00.000000,2025-03-28,982729.9397893657,20279.566328996174,0.02063595043552129,-0.017264145026319788
2025-03-28T14:00:00.000000,2025-03-28,982712.2406335558,20207.26548480615,0.02056274934743715,-0.017281844288663306
2025-03-28T14:15:00.000000,2025-03-28,982715.9713031752,20248.53481518679,0.020604666461597546,-0.017278113596588485
2025-03-28T14:30:00.000000,2025-03-28,982819.583064509,20399.923053853057,0.020756528874042668,-0.01717450121160158
2025-03-28T14:45:00.000000,2025-03-28,982921.8452479377,20522.660870424315,0.02087923975811888,-0.017072238412642937
2025-03-28T15:00:00.000000,2025-03-28,982914.3452479377,20515.160870424315,0.02087176870457559,-0.01707973845778643
2025-03-28T21:00:00.000000,2025-03-28,982912.6389451758,20516.86717318619,0.02087354090308993,-0.017081444770818743
2025-03-28T21:15:00.000000,2025-03-28,982844.1460921277,20390.360026234295,0.020746280178101595,-0.017149938036134627
2025-03-28T21:30:00.000000,2025-03-28,982752.4397893657,20302.066328996174,0.020658372858730865,-0.017241644890889196
2025-03-28T21:45:00.000000,2025-03-28,982753.4713031751,20286.03481518679,0.020642038321458788,-0.017240613370871016
2025-03-28T22:00:00.000000,2025-03-28,982836.6460921275,20382.860026234295,0.020738807519315554,-0.017157438081278342
2025-03-28T22:15:00.000000,2025-03-28,982693.5099639363,20150.996154425513,0.020505880979274027,-0.017300575071025226
2025-03-28T22:30:00.000000,2025-03-28,982690.0973584126,20154.408759949263,0.02050942490834771,-0.01730398769708985
2025-03-28T22:45:00.000000,2025-03-28,982492.3982026026,19902.107915759247,0.020256755118073875,-0.017501688042877772
2025-03-28T23:00:00.000000,2025-03-28,982430.730560602,19768.775557759844,0.0201223098411012,-0.017563356056064294
2025-03-28T23:15:00.000000,2025-03-28,982499.2234136502,19895.28270471174,0.020249667613564577,-0.01749486279074841
2025-03-28T23:30:00.000000,2025-03-28,982632.835174984,20076.67094337801,0.020431508315924354,-0.017361250225187308
2025-03-28T23:45:00.000000,2025-03-28,982528.5099639364,19985.996154425513,0.020341390556859358,-0.01746557606418242
2025-03-29T00:00:00.000000,2025-03-29,982567.0414777457,20007.464640616134,0.020362442251803625,-0.01742704431844666
2025-03-29T00:15:00.000000,2025-03-29,982602.1603860314,20032.345732330505,0.020387036116896455,-0.017391925198775637
2025-03-29T00:30:00.000000,2025-03-29,982610.6918998407,20023.81421852112,0.02037817661011385,-0.017383393633613964
2025-03-29T00:45:00.000000,2025-03-29,982445.6918998407,19858.81421852112,0.020213650873788663,-0.01754839462677127
2025-03-29T01:00:00.000000,2025-03-29,982424.8982026026,19834.607915759247,0.02018943936788216,-0.017569188449169437
2025-03-29T01:15:00.000000,2025-03-29,982460.6918998407,19873.81421852112,0.02022861004249441,-0.01753339453648417
2025-03-29T01:30:00.000000,2025-03-29,982443.9855970788,19860.520521282997,0.020215422774676355,-0.01755010093980358
2025-03-29T01:45:00.000000,2025-03-29,982466.4855970788,19883.020521282997,0.02023786135483227,-0.0175276008043731
2025-03-29T02:00:00.000000,2025-03-29,982469.8982026025,19879.607915759247,0.020234317562429504,-0.017524188178308475
2025-03-29T02:15:00.000000,2025-03-29,982453.1918998406,19866.31421852112,0.02022113051524032,-0.017540894581627886
2025-03-29T02:30:00.000000,2025-03-29,982375.1360191738,19764.37009918799,0.02011896410497327,-0.01761895093212351
2025-03-31T09:15:00.000000,2025-03-31,982387.3982026025,19797.107915759247,0.020152037731734414,-0.017606688674887128
2025-03-31T09:30:00.000000,2025-03-31,982558.1532390794,20046.3528792824,0.02040220501269878,-0.017435932610612603
2025-03-31T09:45:00.000000,2025-03-31,982464.7792943169,19884.726824044876,0.02023963326026572,-0.017529307117405413
2025-03-31T10:00:00.000000,2025-03-31,982499.1847528887,19970.321365473017,0.02032604370098873,-0.017494901451742484
2025-03-31T10:15:00.000000,2025-03-31,982609.3036611744,20070.20245718739,0.020425414640800152,-0.017384781880636302
2025-03-31T10:45:00.000000,2025-03-31,982601.4469363175,20093.059182044275,0.02044883939942591,-0.017392638652783843
2025-03-31T11:00:00.000000,2025-03-31,982620.1776059369,20149.328512424916,0.02050571418298868,-0.017373907870422034
2025-03-31T11:15:00.000000,2025-03-31,982631.0902114606,20153.415906901162,0.02050964609980352,-0.017362995199213915
2025-03-31T11:30:00.000000,2025-03-31,982650.5343307938,20148.97178756803,0.020504717683067167,-0.0173435509628439
2025-03-31T13:45:00.000000,2025-03-31,982663.471303175,20196.03481518679,0.020552341065862043,-0.017330613912593273
2025-03-31T14:00:00.000000,2025-03-31,982798.7893672705,20375.716751091182,0.020732338065057185,-0.01719529503400008
2025-03-31T14:15:00.000000,2025-03-31,982801.1704589849,20388.33565937681,0.0207451275722994,-0.017192913927953524
2025-03-31T14:30:00.000000,2025-03-31,982673.3523948893,20216.15372347242,0.020572608053534065,-0.017320732761403335
2025-03-31T14:45:00.000000,2025-03-31,982715.971303175,20248.53481518679,0.020604666461597552,-0.017278113596588707
2025-03-31T15:00:00.000000,2025-03-31,982831.8452479375,20432.660870424315,0.020789579590056728,-0.017162238954365305
2025-03-31T21:00:00.000000,2025-03-31,983027.9154225081,20536.590695853658,0.020891157182476323,-0.016966167599621773
2025-03-31T21:15:00.000000,2025-03-31,982501.6431661258,19832.862952236093,0.0201860862932752,-0.017492443023708004
2025-03-31T21:30:00.000000,2025-03-31,982302.2763683152,19507.22975004667,0.019858683237676235,-0.017691811021534165
2025-03-31T21:45:00.000000,2025-03-31,982443.1473870759,19501.358731285993,0.019849859794077825,-0.01755093915485184
2025-03-31T22:00:00.000000,2025-03-31,982511.2448545059,19733.261263856053,0.02008451441874157,-0.017482841277533967
